chromosome1	31731
chromosome1	31914
chromosome1	32044
chromosome1	32211
chromosome1	32322
chromosome1	32446
chromosome1	32577
chromosome1	32745
chromosome1	32905
chromosome1	33044
chromosome1	33151
chromosome1	33246
chromosome1	33355
chromosome1	33492
chromosome1	33608
chromosome1	33747
chromosome1	33893
chromosome1	34020
chromosome1	34158
chromosome1	34281
chromosome1	34395
chromosome1	34514
chromosome1	34639
chromosome1	34762
chromosome1	34863
chromosome1	35307
chromosome1	35443
chromosome1	35571
chromosome1	35709
chromosome1	35865
chromosome1	36030
chromosome1	36194
chromosome1	36341
chromosome1	36712
chromosome1	36856
chromosome1	37019
chromosome1	37119
chromosome1	37530
chromosome1	37639
chromosome1	37766
chromosome1	37877
chromosome1	38017
chromosome1	38186
chromosome1	38291
chromosome1	38399
chromosome1	38508
chromosome1	38638
chromosome1	38791
chromosome1	38928
chromosome1	39085
chromosome1	39233
chromosome1	39348
chromosome1	39461
chromosome1	39598
chromosome1	39723
chromosome1	39828
chromosome1	39959
chromosome1	40068
chromosome1	40221
chromosome1	40356
chromosome1	40540
chromosome1	40691
chromosome1	40837
chromosome1	40970
chromosome1	41088
chromosome1	41196
chromosome1	41324
chromosome1	41445
chromosome1	41590
chromosome1	41736
chromosome1	42266
chromosome1	42400
chromosome1	42499
chromosome1	42630
chromosome1	43070
chromosome1	43244
chromosome1	43421
chromosome1	43595
chromosome1	43829
chromosome1	44090
chromosome1	44261
chromosome1	44489
chromosome1	44660
chromosome1	44778
chromosome1	44888
chromosome1	45043
chromosome1	45898
chromosome1	45996
chromosome1	46183
chromosome1	46345
chromosome1	46561
chromosome1	46808
chromosome1	46997
chromosome1	47299
chromosome1	47503
chromosome1	47745
chromosome1	47926
chromosome1	48097
chromosome1	48240
chromosome1	48424
chromosome1	48550
chromosome1	48657
chromosome1	48812
chromosome1	48940
chromosome1	49067
chromosome1	49221
chromosome1	49388
chromosome1	49533
chromosome1	49667
chromosome1	49812
chromosome1	50024
chromosome1	50189
chromosome1	50327
chromosome1	50450
chromosome1	50642
chromosome1	50785
chromosome1	50918
chromosome1	51050
chromosome1	51215
chromosome1	51353
chromosome1	51457
chromosome1	51556
chromosome1	51858
chromosome1	52042
chromosome1	52194
chromosome1	52402
chromosome1	52529
chromosome1	52637
chromosome1	52748
