tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	99.197	2491	0.0	4484	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	99.197	2491	0.0	4484	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	99.038	2496	0.0	4466	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.999	2497	0.0	4462	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.999	2497	0.0	4462	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.999	2497	0.0	4462	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.999	2497	0.0	4462	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.999	2497	0.0	4462	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.999	2497	0.0	4462	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.999	2497	0.0	4462	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.998	2496	0.0	4460	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.959	2498	0.0	4457	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.959	2497	0.0	4457	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.959	2498	0.0	4457	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
tig00000142_first5kb	gi|2572818540|gb|CP130697.1|	98.956	2491	0.0	4446	100	Schizosaccharomyces versatilis (nom. inval.) strain CBS 103 chromosome 1
